UID,URL,NAME,RATING,TYPE,Latitude,Longitude
471,https://www.google.com/maps/place/Shreeram+Seva+Kendra/data=!4m7!3m6!1s0x3bc2c06a5753a75d:0x104bc48e2d9fdd61!8m2!3d18.5105274!4d73.8631989!16s%2Fg%2F11dyrfnwzk!19sChIJXadTV2rAwjsRYd2fLY7ESxA?authuser=0&hl=en&rclk=1,Shreeram Seva Kendra,5,Cafe,18.5105274,73.8631989
472,https://www.google.com/maps/place/19+FEB+Cafe/data=!4m7!3m6!1s0x3bc2c1c1372cd0b7:0xbe5ece09e7e0c853!8m2!3d18.5176336!4d73.8670925!16s%2Fg%2F11k4nvh5rj!19sChIJt9AsN8HBwjsRU8jg5wnOXr4?authuser=0&hl=en&rclk=1,19 FEB Cafe,4,Cafe,18.5176336,73.8670925
473,https://www.google.com/maps/place/Cafe+Crush/data=!4m7!3m6!1s0x3bc2c06fc6cba617:0xa5b3597d424fb8ff!8m2!3d18.5163778!4d73.8546898!16s%2Fg%2F11b6gglt3m!19sChIJF6bLxm_AwjsR_7hPQn1Zs6U?authuser=0&hl=en&rclk=1,Cafe Crush,4.1,Cafe,18.5163778,73.8546898
474,https://www.google.com/maps/place/Cafe+Durga/data=!4m7!3m6!1s0x3bc2c1ac57613013:0xbd86f62b5490c646!8m2!3d18.5106822!4d73.8575639!16s%2Fg%2F11txf824kf!19sChIJEzBhV6zBwjsRRsaQVCv2hr0?authuser=0&hl=en&rclk=1,Cafe Durga,0,Cafe,18.5106822,73.8575639
475,https://www.google.com/maps/place/Swami+om+cafe/data=!4m7!3m6!1s0x3bc2c17c4d9d36dd:0x4b5a9996b9c83160!8m2!3d18.5094961!4d73.8425922!16s%2Fg%2F11tk9yy_lk!19sChIJ3TadTXzBwjsRYDHIuZaZWks?authuser=0&hl=en&rclk=1,Swami om cafe,5,Cafe,18.5094961,73.8425922
476,https://www.google.com/maps/place/Coffee+Craze/data=!4m7!3m6!1s0x3bc2c11b0078b735:0xb875d40823016b06!8m2!3d18.5218842!4d73.8658725!16s%2Fg%2F11g6qxmvtq!19sChIJNbd4ABvBwjsRBmsBIwjUdbg?authuser=0&hl=en&rclk=1,Coffee Craze,4.6,Cafe,18.5218842,73.8658725
477,https://www.google.com/maps/place/Cafe+Bar/data=!4m7!3m6!1s0x3bc2c14e07f48b85:0x33e5eb83fe8e2cff!8m2!3d18.5165345!4d73.8498943!16s%2Fg%2F11r_dqmlbx!19sChIJhYv0B07BwjsR_yyO_oPr5TM?authuser=0&hl=en&rclk=1,Cafe Bar,4.6,Cafe,18.5165345,73.8498943
478,https://www.google.com/maps/place/Cafe+Durga+Shukrawar+Peth+Branch/data=!4m7!3m6!1s0x3bc2c18615e9a4fd:0xa7640910a8c37345!8m2!3d18.5104049!4d73.8580379!16s%2Fg%2F11ss55wh6h!19sChIJ_aTpFYbBwjsRRXPDqBAJZKc?authuser=0&hl=en&rclk=1,Cafe Durga Shukrawar Peth Branch,4.8,Cafe,18.5104049,73.8580379
479,https://www.google.com/maps/place/Momo+farm+cafe/data=!4m7!3m6!1s0x3bc2c1e1090aca63:0xf8096937dcb905aa!8m2!3d18.5176049!4d73.8659555!16s%2Fg%2F11n0rtyt6s!19sChIJY8oKCeHBwjsRqgW53DdpCfg?authuser=0&hl=en&rclk=1,Momo farm cafe,4.1,Cafe,18.5176049,73.8659555
480,https://www.google.com/maps/place/Shreemant+amrutulya/data=!4m7!3m6!1s0x3bc2c19f5bedab97:0xce8bbfa03ef4cc81!8m2!3d18.5149691!4d73.8575839!16s%2Fg%2F11sqhzdzwj!19sChIJl6vtW5_BwjsRgcz0PqC_i84?authuser=0&hl=en&rclk=1,Shreemant amrutulya,0,Cafe,18.5149691,73.8575839
481,https://www.google.com/maps/place/It%27s+Street+Coffee/data=!4m7!3m6!1s0x3bc2c1b4df90bf43:0xd99b2c8d2cb2854f!8m2!3d18.5129476!4d73.8456252!16s%2Fg%2F11sx04cwgl!19sChIJQ7-Q37TBwjsRT4WyLI0sm9k?authuser=0&hl=en&rclk=1,It's Street Coffee,3.6,Cafe,18.5129476,73.8456252
482,https://www.google.com/maps/place/CAFE+PEACE/data=!4m7!3m6!1s0x3bc2c1bc49e0f84f:0x558678e677cb4f21!8m2!3d18.5265326!4d73.8613891!16s%2Fg%2F11tms0t6q9!19sChIJT_jgSbzBwjsRIU_Ld-Z4hlU?authuser=0&hl=en&rclk=1,CAFE PEACE,0,Cafe,18.5265326,73.8613891
483,https://www.google.com/maps/place/Kandge+amruttuly+and+cafe/data=!4m7!3m6!1s0x3bc2c1c2fa56b519:0x10832d00f7e7e2a8!8m2!3d18.5114625!4d73.8558261!16s%2Fg%2F11sd9dn37n!19sChIJGbVW-sLBwjsRqOLn9wAtgxA?authuser=0&hl=en&rclk=1,Kandge amruttuly and cafe,4,Cafe,18.5114625,73.8558261
484,https://www.google.com/maps/place/PaKoda+N+Faluda+Cafe/data=!4m7!3m6!1s0x3bc2c15edec3def9:0xd32a0f2ec04badce!8m2!3d18.5173649!4d73.8687025!16s%2Fg%2F11pvcrlx1t!19sChIJ-d7D3l7BwjsRzq1LwC4PKtM?authuser=0&hl=en&rclk=1,PaKoda N Faluda Cafe,4.9,Cafe,18.5173649,73.8687025
485,https://www.google.com/maps/place/Cafe+Blitz/data=!4m7!3m6!1s0x3bc2c0447ba3469d:0x251f2e444974c471!8m2!3d18.516246!4d73.8717497!16s%2Fg%2F1jgm2_ch8!19sChIJnUaje0TAwjsRccR0SUQuHyU?authuser=0&hl=en&rclk=1,Cafe Blitz,4.1,Cafe,18.516246,73.8717497
486,https://www.google.com/maps/place/Cafe+Canada/data=!4m7!3m6!1s0x3bc2c05f8f87fe81:0xefe1241b7eb8f16b!8m2!3d18.5273039!4d73.8638845!16s%2Fg%2F1tfr_j47!19sChIJgf6Hj1_AwjsRa_G4fhsk4e8?authuser=0&hl=en&rclk=1,Cafe Canada,3.6,Cafe,18.5273039,73.8638845
487,https://www.google.com/maps/place/Varietea+Cafe/data=!4m7!3m6!1s0x3bc2c15de097ab6d:0x5067c69b90b20e97!8m2!3d18.5122178!4d73.8552404!16s%2Fg%2F11q3360j15!19sChIJbauX4F3BwjsRlw6ykJvGZ1A?authuser=0&hl=en&rclk=1,Varietea Cafe,4.6,Cafe,18.5122178,73.8552404
488,https://www.google.com/maps/place/The+Abhi%27s+Cafe/data=!4m7!3m6!1s0x3bc2c07221a92829:0xb0010578bf770716!8m2!3d18.5119386!4d73.852035!16s%2Fg%2F11vj3gps0x!19sChIJKSipIXLAwjsRFgd3v3gFAbA?authuser=0&hl=en&rclk=1,The Abhi's Cafe,0,Cafe,18.5119386,73.852035
489,https://www.google.com/maps/place/%E0%A4%AE%E0%A4%BE%E0%A4%8A%E0%A4%B2%E0%A5%80+%E0%A4%B5%E0%A4%A1%E0%A5%87%E0%A4%B5%E0%A4%BE%E0%A4%B2%E0%A5%87/data=!4m7!3m6!1s0x3bc2c11f3019cd3d:0x1a7dbdd1e3407101!8m2!3d18.5190858!4d73.8567652!16s%2Fg%2F11srmjshcn!19sChIJPc0ZMB_BwjsRAXFA49G9fRo?authuser=0&hl=en&rclk=1,माऊली वडेवाले,3,Cafe,18.5190858,73.8567652
490,https://www.google.com/maps/place/Captain+coffee/data=!4m7!3m6!1s0x3bc2c161ff74e41f:0x14dc4274f475134a!8m2!3d18.5206137!4d73.8559074!16s%2Fg%2F11j8j_23nm!19sChIJH-R0_2HBwjsRShN19HRC3BQ?authuser=0&hl=en&rclk=1,Captain coffee,4.5,Cafe,18.5206137,73.8559074
491,https://www.google.com/maps/place/Rohit+coffee+corner/data=!4m7!3m6!1s0x3bc2c075a580527d:0x74d827258f247540!8m2!3d18.5095374!4d73.8468244!16s%2Fg%2F11cn5r4zfz!19sChIJfVKApXXAwjsRQHUkjyUn2HQ?authuser=0&hl=en&rclk=1,Rohit coffee corner,4.1,Cafe,18.5095374,73.8468244
492,https://www.google.com/maps/place/Deccan+XPRS/data=!4m7!3m6!1s0x3bc2c173cbe33073:0xfd333fbe97d9e848!8m2!3d18.5114091!4d73.8433523!16s%2Fg%2F11sfgck43s!19sChIJczDjy3PBwjsRSOjZl74_M_0?authuser=0&hl=en&rclk=1,Deccan XPRS,4.4,Cafe,18.5114091,73.8433523
493,https://www.google.com/maps/place/Urban+cafe/data=!4m7!3m6!1s0x3bc2c1b9d3cc5f45:0xf530388d96812117!8m2!3d18.5124485!4d73.8461462!16s%2Fg%2F11k0my5sbx!19sChIJRV_M07nBwjsRFyGBlo04MPU?authuser=0&hl=en&rclk=1,Urban cafe,3.8,Cafe,18.5124485,73.8461462
494,https://www.google.com/maps/place/Saman/data=!4m7!3m6!1s0x3bc2c111aa34da3b:0x45bfbe1f0b05321!8m2!3d18.512944!4d73.862123!16s%2Fg%2F11qbcdj1cf!19sChIJO9o0qhHBwjsRIVOw8OH7WwQ?authuser=0&hl=en&rclk=1,Saman,0,Cafe,18.512944,73.862123
495,https://www.google.com/maps/place/ROYAL+CAFE/data=!4m7!3m6!1s0x3bc2c076a328cf05:0x338b519a9373fc29!8m2!3d18.5126128!4d73.8478255!16s%2Fg%2F11c601dkn1!19sChIJBc8oo3bAwjsRKfxzk5pRizM?authuser=0&hl=en&rclk=1,ROYAL CAFE,4.2,Cafe,18.5126128,73.8478255
496,https://www.google.com/maps/place/Malai+tea+stall/data=!4m7!3m6!1s0x3bc2c1a3a051e27b:0x3ac3b35e872b10b7!8m2!3d18.5060775!4d73.8626146!16s%2Fg%2F11hdnk25x5!19sChIJe-JRoKPBwjsRtxArh16zwzo?authuser=0&hl=en&rclk=1,Malai tea stall,4,Cafe,18.5060775,73.8626146
497,https://www.google.com/maps/place/Rohit+Coffee+Corner/data=!4m7!3m6!1s0x3bc2c14ef231e7ab:0x36180adaf9cb5853!8m2!3d18.5150369!4d73.8501178!16s%2Fg%2F11s2rmnmh8!19sChIJq-cx8k7BwjsRU1jL-doKGDY?authuser=0&hl=en&rclk=1,Rohit Coffee Corner,4.6,Cafe,18.5150369,73.8501178
498,https://www.google.com/maps/place/R.S+Cafe/data=!4m7!3m6!1s0x3bc2c06bddb5d47b:0xa235124742ad4b12!8m2!3d18.5124726!4d73.8611824!16s%2Fg%2F11sc_6_jyq!19sChIJe9S13WvAwjsREkutQkcSNaI?authuser=0&hl=en&rclk=1,R.S Cafe,0,Cafe,18.5124726,73.8611824
499,https://www.google.com/maps/place/Rohit+Coffee+Corner/data=!4m7!3m6!1s0x3bc2c07692cb23a3:0x5f2f098025a93f21!8m2!3d18.5123632!4d73.8457749!16s%2Fg%2F11c1s6yhq6!19sChIJoyPLknbAwjsRIT-pJYAJL18?authuser=0&hl=en&rclk=1,Rohit Coffee Corner,4.1,Cafe,18.5123632,73.8457749
500,https://www.google.com/maps/place/Murlidhar+Raswanti/data=!4m7!3m6!1s0x3bc2c1bddad3b31f:0xe6bdcbb11bc32d6a!8m2!3d18.5133414!4d73.8537777!16s%2Fg%2F11l6dcjn4z!19sChIJH7PT2r3BwjsRai3DG7HLveY?authuser=0&hl=en&rclk=1,Murlidhar Raswanti,5,Cafe,18.5133414,73.8537777
501,https://www.google.com/maps/place/Tourist+Cafe/data=!4m7!3m6!1s0x3bc2c05c4e9a9d77:0xdddfc5f87f1f3d7d!8m2!3d18.5232688!4d73.865957!16s%2Fg%2F1tfvfnn0!19sChIJd52aTlzAwjsRfT0ff_jF390?authuser=0&hl=en&rclk=1,Tourist Cafe,4.6,Cafe,18.5232688,73.865957
502,https://www.google.com/maps/place/%E0%A4%B8%E0%A4%AA%E0%A5%8D%E0%A4%A4%E0%A4%B0%E0%A4%82%E0%A4%97+Coffee+Shop/data=!4m7!3m6!1s0x3bc2c174c58ae151:0xd20de7825f846632!8m2!3d18.5106491!4d73.8458829!16s%2Fg%2F11rz7q12z5!19sChIJUeGKxXTBwjsRMmaEX4LnDdI?authuser=0&hl=en&rclk=1,सप्तरंग Coffee Shop,5,Cafe,18.5106491,73.8458829
503,https://www.google.com/maps/place/The+Rock+Cafe+07/data=!4m7!3m6!1s0x3bc2c1b865b03c1b:0x25ef1d452d59a1d5!8m2!3d18.5193984!4d73.8542488!16s%2Fg%2F11kqr_zksd!19sChIJGzywZbjBwjsR1aFZLUUd7yU?authuser=0&hl=en&rclk=1,The Rock Cafe 07,5,Cafe,18.5193984,73.8542488
504,https://www.google.com/maps/place/DURGA+CAFE/data=!4m7!3m6!1s0x3bc2c1cff327cc71:0xa40d254c4c3e965e!8m2!3d18.5094265!4d73.8463657!16s%2Fg%2F11t2b1lrxr!19sChIJccwn88_BwjsRXpY-TEwlDaQ?authuser=0&hl=en&rclk=1,DURGA CAFE,4.5,Cafe,18.5094265,73.8463657
505,https://www.google.com/maps/place/Cafe+Rtc/data=!4m7!3m6!1s0x3bc2c0746f8f0653:0x2e02a1d691d28e50!8m2!3d18.5095541!4d73.8469273!16s%2Fg%2F11tf41cnsm!19sChIJUwaPb3TAwjsRUI7SkdahAi4?authuser=0&hl=en&rclk=1,Cafe Rtc,3.5,Cafe,18.5095541,73.8469273
506,https://www.google.com/maps/place/Cafe+HOT+%26+COLD/data=!4m7!3m6!1s0x3bc2c1a9211fe83d:0xe0ccd10045a3217!8m2!3d18.5158279!4d73.8501422!16s%2Fg%2F11vbjdmzxc!19sChIJPegfIanBwjsRFzJaBBDNDA4?authuser=0&hl=en&rclk=1,Cafe HOT & COLD,4.7,Cafe,18.5158279,73.8501422
507,https://www.google.com/maps/place/Coffee+please/data=!4m7!3m6!1s0x3bc2c108c043d339:0x8a0086fb65652f36!8m2!3d18.520216!4d73.8562303!16s%2Fg%2F11q45jzlyt!19sChIJOdNDwAjBwjsRNi9lZfuGAIo?authuser=0&hl=en&rclk=1,Coffee please,4.2,Cafe,18.520216,73.8562303
508,https://www.google.com/maps/place/Tea+Time+Tadka+caf%C3%A9/data=!4m7!3m6!1s0x3bc2c1d63451f2dd:0x9d99430fe59ccd94!8m2!3d18.513796!4d73.8559195!16s%2Fg%2F11lcl9zg3t!19sChIJ3fJRNNbBwjsRlM2c5Q9DmZ0?authuser=0&hl=en&rclk=1,Tea Time Tadka café,5,Cafe,18.513796,73.8559195
509,https://www.google.com/maps/place/Navrang+Coldrinks/data=!4m7!3m6!1s0x3bc2c06963c43de7:0x9f090a987c785f9e!8m2!3d18.5132257!4d73.861323!16s%2Fg%2F11c2lb0h9h!19sChIJ5z3EY2nAwjsRnl94fJgKCZ8?authuser=0&hl=en&rclk=1,Navrang Coldrinks,4.7,Cafe,18.5132257,73.861323
510,https://www.google.com/maps/place/F.R.N.D.S.+CAFE/data=!4m7!3m6!1s0x3bc2c16d64ae68ab:0x5f430bb2447b9ce6!8m2!3d18.5204303!4d73.8567437!16s%2Fg%2F11h1z5h7yy!19sChIJq2iuZG3BwjsR5px7RLILQ18?authuser=0&hl=en&rclk=1,F.R.N.D.S. CAFE,3.8,Cafe,18.5204303,73.8567437
511,https://www.google.com/maps/place/Mukesh+rajwadi/data=!4m7!3m6!1s0x3bc2c100392ef911:0xc08798668b206395!8m2!3d18.5113467!4d73.8458949!16s%2Fg%2F11y2dgsbl3!19sChIJEfkuOQDBwjsRlWMgi2aYh8A?authuser=0&hl=en&rclk=1,Mukesh rajwadi,0,Cafe,18.5113467,73.8458949
512,https://www.google.com/maps/place/Abhinandan+Kadak+Special/data=!4m7!3m6!1s0x3bc2c16d1bdfdfc1:0x25f92cd5482815eb!8m2!3d18.5154096!4d73.8499357!16s%2Fg%2F11vkqz4lhn!19sChIJwd_fG23BwjsR6xUoSNUs-SU?authuser=0&hl=en&rclk=1,Abhinandan Kadak Special,4.9,Cafe,18.5154096,73.8499357
513,https://www.google.com/maps/place/Hatims+Coffee/data=!4m7!3m6!1s0x3bc2c1bf65af7bf1:0x9eed864f0d1c2095!8m2!3d18.5258965!4d73.8610191!16s%2Fg%2F11l5j9h3x5!19sChIJ8XuvZb_BwjsRlSAcDU-G7Z4?authuser=0&hl=en&rclk=1,Hatims Coffee,0,Cafe,18.5258965,73.8610191
514,https://www.google.com/maps/place/Suryavanshi+House/data=!4m7!3m6!1s0x3bc2c19659116e93:0x3b9e515a9a83e7f9!8m2!3d18.5194422!4d73.8486985!16s%2Fg%2F11q2ryd23n!19sChIJk24RWZbBwjsR-eeDmlpRnjs?authuser=0&hl=en&rclk=1,Suryavanshi House,0,Cafe,18.5194422,73.8486985
515,https://www.google.com/maps/place/Food+magic+cafe+pune/data=!4m7!3m6!1s0x3bc2c1f0881c829b:0xea4fbc3250ed987a!8m2!3d18.5191747!4d73.8517626!16s%2Fg%2F11jt0grst9!19sChIJm4IciPDBwjsRepjtUDK8T-o?authuser=0&hl=en&rclk=1,Food magic cafe pune,0,Cafe,18.5191747,73.8517626
516,https://www.google.com/maps/place/Cafe%60+Nana+Peth/data=!4m7!3m6!1s0x3bc2c042494c6431:0x4011de29f462c1ef!8m2!3d18.5155972!4d73.8679834!16s%2Fg%2F11d_wxwfhx!19sChIJMWRMSULAwjsR78Fi9CneEUA?authuser=0&hl=en&rclk=1,Cafe` Nana Peth,4,Cafe,18.5155972,73.8679834
517,https://www.google.com/maps/place/The+Chai+Bar+and+Cafe/data=!4m7!3m6!1s0x3bc2c1c59ce13567:0xdcf616d2119f0e4!8m2!3d18.5156001!4d73.8515509!16s%2Fg%2F11pys95yyl!19sChIJZzXhnMXBwjsR5PAZIW1hzw0?authuser=0&hl=en&rclk=1,The Chai Bar and Cafe,4.6,Cafe,18.5156001,73.8515509
518,https://www.google.com/maps/place/Snero+Caf%C3%A9/data=!4m7!3m6!1s0x3bc2c07272389f43:0x721e1de781bee0fc!8m2!3d18.51053!4d73.853054!16s%2Fg%2F1pp2wzl63!19sChIJQ584cnLAwjsR_OC-gecdHnI?authuser=0&hl=en&rclk=1,Snero Café,4,Cafe,18.51053,73.853054
519,https://www.google.com/maps/place/Cafe+Tea+Day/data=!4m7!3m6!1s0x3bc2c17e43bf8fbd:0x22179b30a0f83e50!8m2!3d18.5222843!4d73.8674192!16s%2Fg%2F11sv_gwnr4!19sChIJvY-_Q37BwjsRUD74oDCbFyI?authuser=0&hl=en&rclk=1,Cafe Tea Day,4.9,Cafe,18.5222843,73.8674192
520,https://www.google.com/maps/place/Cad+m+cad+b/data=!4m7!3m6!1s0x3bc2c042aaf61f91:0xd07d342cfe8b611e!8m2!3d18.5189206!4d73.8657988!16s%2Fg%2F11c2kk2lb2!19sChIJkR_2qkLAwjsRHmGL_iw0fdA?authuser=0&hl=en&rclk=1,Cad m cad b,3.8,Cafe,18.5189206,73.8657988
521,https://www.google.com/maps/place/The+cafe+Destiny/data=!4m7!3m6!1s0x3bc2c1165b1f0bdf:0x1ab926b09ef320e5!8m2!3d18.5162865!4d73.8486883!16s%2Fg%2F11vk7blgcv!19sChIJ3wsfWxbBwjsR5SDznrAmuRo?authuser=0&hl=en&rclk=1,The cafe Destiny,0,Cafe,18.5162865,73.8486883
522,https://www.google.com/maps/place/Coffee+Saaz/data=!4m7!3m6!1s0x3bc2c122cb06df15:0x2ec3902fbdf219e7!8m2!3d18.5083242!4d73.8519986!16s%2Fg%2F11rfrbw5yg!19sChIJFd8GyyLBwjsR5xnyvS-Qwy4?authuser=0&hl=en&rclk=1,Coffee Saaz,4.7,Cafe,18.5083242,73.8519986
523,https://www.google.com/maps/place/Venky%27s+Cafe+Goodluck/data=!4m7!3m6!1s0x3bc2bf87fad7cce1:0x782ac3a113379b17!8m2!3d18.5173065!4d73.8414661!16s%2Fm%2F0vpx53c!19sChIJ4czX-oe_wjsRF5s3E6HDKng?authuser=0&hl=en&rclk=1,Venky's Cafe Goodluck,4.2,Cafe,18.5173065,73.8414661
524,https://www.google.com/maps/place/Flavors+Soda+And+Havmor+Ice+Cream+Shop/data=!4m7!3m6!1s0x3bc2c041ab741535:0x906d875e7d3b3cd7!8m2!3d18.5108372!4d73.8680673!16s%2Fg%2F11f3qx2y7y!19sChIJNRV0q0HAwjsR1zw7fV6HbZA?authuser=0&hl=en&rclk=1,Flavors Soda And Havmor Ice Cream Shop,4.6,Cafe,18.5108372,73.8680673
525,https://www.google.com/maps/place/Cafe+Apollo/data=!4m7!3m6!1s0x3bc2c067e5a9b6a3:0xc15956896c850bb6!8m2!3d18.5195828!4d73.8643681!16s%2Fg%2F1pp2vddxw!19sChIJo7ap5WfAwjsRtguFbIlWWcE?authuser=0&hl=en&rclk=1,Cafe Apollo,3.7,Cafe,18.5195828,73.8643681
526,https://www.google.com/maps/place/Cafe+E2+-+Epicurean+Escape/data=!4m7!3m6!1s0x3bc2c1f953467ab1:0x3d1828bcec0179a9!8m2!3d18.5085473!4d73.8487341!16s%2Fg%2F11fjtd7dp5!19sChIJsXpGU_nBwjsRqXkB7LwoGD0?authuser=0&hl=en&rclk=1,Cafe E2 - Epicurean Escape,4.1,Cafe,18.5085473,73.8487341
527,https://www.google.com/maps/place/Aausaheb+special/data=!4m7!3m6!1s0x3bc2c11ae3bbe327:0x9cdf447f8192f967!8m2!3d18.5152302!4d73.8511402!16s%2Fg%2F11rgc6wbpz!19sChIJJ-O74xrBwjsRZ_mSgX9E35w?authuser=0&hl=en&rclk=1,Aausaheb special,4.9,Cafe,18.5152302,73.8511402
528,https://www.google.com/maps/place/Niwara+Cafe+and+Snacks/data=!4m7!3m6!1s0x3bc2c17f03576663:0xb0563190b5331c20!8m2!3d18.5082094!4d73.843839!16s%2Fg%2F11r6k5g46w!19sChIJY2ZXA3_BwjsRIBwztZAxVrA?authuser=0&hl=en&rclk=1,Niwara Cafe and Snacks,4.5,Cafe,18.5082094,73.843839
529,https://www.google.com/maps/place/Swami+cafe/data=!4m7!3m6!1s0x3bc2c07468695bc7:0xe39c6295d67f42d0!8m2!3d18.5094365!4d73.8468633!16s%2Fg%2F11ddzh8gdy!19sChIJx1tpaHTAwjsR0EJ_1pVinOM?authuser=0&hl=en&rclk=1,Swami cafe,4.5,Cafe,18.5094365,73.8468633
530,https://www.google.com/maps/place/We+Waffle+-+little+pockets+of+Joy/data=!4m7!3m6!1s0x3bc2c1f7847b9325:0x220d20fefe62b1d0!8m2!3d18.5144331!4d73.8502073!16s%2Fg%2F11v0610t79!19sChIJJZN7hPfBwjsR0LFi_v4gDSI?authuser=0&hl=en&rclk=1,We Waffle - little pockets of Joy,4.2,Cafe,18.5144331,73.8502073
531,https://www.google.com/maps/place/The+Nashta+Cafe/data=!4m7!3m6!1s0x3bc2c1730f4e4ae3:0x1253933392f83ce0!8m2!3d18.512483!4d73.8502294!16s%2Fg%2F11n17m87_7!19sChIJ40pOD3PBwjsR4Dz4kjOTUxI?authuser=0&hl=en&rclk=1,The Nashta Cafe,4.9,Cafe,18.512483,73.8502294
532,https://www.google.com/maps/place/%E0%A4%B6%E0%A5%8D%E0%A4%B0%E0%A5%80+%E0%A4%97%E0%A4%A3%E0%A5%87%E0%A4%B6+%E0%A4%95%E0%A5%8B%E0%A4%B2%E0%A5%8D%E0%A4%A1+%E0%A4%95%E0%A5%89%E0%A4%AB%E0%A5%80+%28+Shree+Ganesh+cold+coffee%29/data=!4m7!3m6!1s0x3bc2c06fc64dda7f:0x34a75a14650573b7!8m2!3d18.5161302!4d73.8548699!16s%2Fg%2F11c6rsnc4l!19sChIJf9pNxm_AwjsRt3MFZRRapzQ?authuser=0&hl=en&rclk=1,श्री गणेश कोल्ड कॉफी ( Shree Ganesh cold coffee),3.9,Cafe,18.5161302,73.8548699
533,https://www.google.com/maps/place/Avi+king/data=!4m7!3m6!1s0x3bc2c149e2dffa0f:0x33ba5cc2cb9f3164!8m2!3d18.5247621!4d73.8629361!16s%2Fg%2F11jz787k2g!19sChIJD_rf4knBwjsRZDGfy8JcujM?authuser=0&hl=en&rclk=1,Avi king,5,Cafe,18.5247621,73.8629361
534,https://www.google.com/maps/place/%E0%A4%B2%E0%A4%95%E0%A5%8D%E0%A4%B7%E0%A5%8D%E0%A4%AE%E0%A5%80+%E0%A4%AD%E0%A5%81%E0%A4%B5%E0%A4%A8+%E0%A4%85%E0%A4%AE%E0%A5%83%E0%A4%A4%E0%A4%A4%E0%A5%81%E0%A4%B2%E0%A5%8D%E0%A4%AF/data=!4m7!3m6!1s0x3bc2c1dfdac77379:0xd502ed0a85604135!8m2!3d18.518664!4d73.8575925!16s%2Fg%2F11fd6d8b0z!19sChIJeXPH2t_BwjsRNUFghQrtAtU?authuser=0&hl=en&rclk=1,लक्ष्मी भुवन अमृततुल्य,4.6,Cafe,18.518664,73.8575925
535,https://www.google.com/maps/place/Geetanjali+Tea+Canteen/data=!4m7!3m6!1s0x3bc2c1877b83a02d:0x2bfa3dbc7692f6a2!8m2!3d18.5161459!4d73.8524285!16s%2Fg%2F11y1lmwg0_!19sChIJLaCDe4fBwjsRovaSdrw9-is?authuser=0&hl=en&rclk=1,Geetanjali Tea Canteen,0,Cafe,18.5161459,73.8524285
536,https://www.google.com/maps/place/Foods+Villa+Pune/data=!4m7!3m6!1s0x3bc2c174ea691d63:0x402cd0c3b09c384d!8m2!3d18.5150357!4d73.8502416!16s%2Fg%2F11t81b3ny8!19sChIJYx1p6nTBwjsRTTicsMPQLEA?authuser=0&hl=en&rclk=1,Foods Villa Pune,4.6,Cafe,18.5150357,73.8502416
537,https://www.google.com/maps/place/Caf%C3%A9+HD+%E0%A4%9A%E0%A4%B9%E0%A4%BE/data=!4m7!3m6!1s0x3bc2c1e3e27001eb:0x5dbf631d5ae10e61!8m2!3d18.509692!4d73.8440292!16s%2Fg%2F11v193qh49!19sChIJ6wFw4uPBwjsRYQ7hWh1jv10?authuser=0&hl=en&rclk=1,Café HD चहा,4.7,Cafe,18.509692,73.8440292
538,https://www.google.com/maps/place/Shree+Datta+cafe/data=!4m7!3m6!1s0x3bc2c1d6589508c5:0x5218436388579f3d!8m2!3d18.5119931!4d73.8507065!16s%2Fg%2F11v42p3n58!19sChIJxQiVWNbBwjsRPZ9XiGNDGFI?authuser=0&hl=en&rclk=1,Shree Datta cafe,5,Cafe,18.5119931,73.8507065
539,https://www.google.com/maps/place/AAD+M+and+AAD+B+CAFE/data=!4m7!3m6!1s0x3bc2c07692e2e51d:0x23df4ff4e8d98af7!8m2!3d18.5129179!4d73.8457565!16s%2Fg%2F11hcf7knnz!19sChIJHeXiknbAwjsR94rZ6PRP3yM?authuser=0&hl=en&rclk=1,AAD M and AAD B CAFE,3.9,Cafe,18.5129179,73.8457565
540,https://www.google.com/maps/place/Kandge+Amruttulya+%26+Cafe/data=!4m7!3m6!1s0x3bc2c1c6e9b479bf:0xef4608658e86caf0!8m2!3d18.5144955!4d73.8484337!16s%2Fg%2F11l1hyq5sl!19sChIJv3m06cbBwjsR8MqGjmUIRu8?authuser=0&hl=en&rclk=1,Kandge Amruttulya & Cafe,0,Cafe,18.5144955,73.8484337
541,https://www.google.com/maps/place/Lassi+Magic+Cafe/data=!4m7!3m6!1s0x3bc2c145be00e2f9:0x91540f85f95f96ab!8m2!3d18.5123633!4d73.8457119!16s%2Fg%2F11j8js0gzd!19sChIJ-eIAvkXBwjsRq5Zf-YUPVJE?authuser=0&hl=en&rclk=1,Lassi Magic Cafe,4.2,Cafe,18.5123633,73.8457119
542,https://www.google.com/maps/place/Pune+Ruchi+cafe/data=!4m7!3m6!1s0x3bc2c1996993ab59:0xe1813177c80dce0c!8m2!3d18.5186637!4d73.861578!16s%2Fg%2F11py__lscx!19sChIJWauTaZnBwjsRDM4NyHcxgeE?authuser=0&hl=en&rclk=1,Pune Ruchi cafe,4,Cafe,18.5186637,73.861578
