UID,URL,NAME,Latitude,Longitude
a35,https://www.google.com/maps/place/Katraj+Lake/data=!4m7!3m6!1s0x3bc2eaddd13d544f:0x2a7c1fd121930e68!8m2!3d18.4444385!4d73.8629937!16s%2Fg%2F12qgcdsl1!19sChIJT1Q90d3qwjsRaA6TIdEffCo?authuser=0&hl=en&rclk=1,Katraj Lake,18.4444385,73.8629937
a36,https://www.google.com/maps/place/Laal+Mahal/data=!4m7!3m6!1s0x3bc2c065793c91a1:0x4a206d80daf21f92!8m2!3d18.5187433!4d73.8566483!16s%2Fm%2F05b_7gy!19sChIJoZE8eWXAwjsRkh_y2oBtIEo?authuser=0&hl=en&rclk=1,Laal Mahal,18.5187433,73.8566483
a37,https://www.google.com/maps/place/Late+Sanjay+Mahadeo+Nimhan+Gram+Sanskruti+Udyan/data=!4m7!3m6!1s0x3bc2bf1f0e960a37:0xb06b4e11073a270a!8m2!3d18.545905!4d73.798257!16s%2Fg%2F1tx45h11!19sChIJNwqWDh-_wjsRCic6BxFOa7A?authuser=0&hl=en&rclk=1,Late Sanjay Mahadeo Nimhan Gram Sanskruti Udyan,18.545905,73.798257
a38,https://www.google.com/maps/place/Late+Tanajirao+Shitole+Garden/data=!4m7!3m6!1s0x3bc2bf7255a35779:0x6816782e0ba068e1!8m2!3d18.5727471!4d73.8240672!16s%2Fg%2F11h26j4ym4!19sChIJeVejVXK_wjsR4WigCy54Fmg?authuser=0&hl=en&rclk=1,Late Tanajirao Shitole Garden,18.5727471,73.8240672
a39,https://www.google.com/maps/place/LMD+Garden/data=!4m7!3m6!1s0x3bc2be5cdaaaaaab:0xcd11065dbbe7e6cf!8m2!3d18.5109173!4d73.7776899!16s%2Fg%2F11c58s3jx8!19sChIJq6qq2ly-wjsRz-bnu10GEc0?authuser=0&hl=en&rclk=1,LMD Garden,18.5109173,73.7776899
a40,https://www.google.com/maps/place/Lumbini+Garden/data=!4m7!3m6!1s0x3bc2c12393031d93:0xd3d1ed0d403cea94!8m2!3d18.561347!4d73.896412!16s%2Fg%2F1pp2w_v3_!19sChIJkx0DkyPBwjsRlOo8QA3t0dM?authuser=0&hl=en&rclk=1,Lumbini Garden,18.561347,73.896412
a41,https://www.google.com/maps/place/Maha+E-Seva+Kendra/data=!4m7!3m6!1s0x3bc2c07cbec7b239:0x2d5b867138343f50!8m2!3d18.5251555!4d73.8503638!16s%2Fg%2F12q4vbq08!19sChIJObLHvnzAwjsRUD80OHGGWy0?authuser=0&hl=en&rclk=1,Maha E-Seva Kendra,18.5251555,73.8503638
a42,https://www.google.com/maps/place/Mahadji+Shinde+Chhatri/data=!4m7!3m6!1s0x3bc2c1d6e76f6591:0x428a3ab2d8e0aa1d!8m2!3d18.4916261!4d73.8972863!16s%2Fm%2F0h1dm2b!19sChIJkWVv59bBwjsRHarg2LI6ikI?authuser=0&hl=en&rclk=1,Mahadji Shinde Chhatri,18.4916261,73.8972863
a43,"https://www.google.com/maps/place/Mahatma+Gandhi+Udyan,+Bund+Garden+Road/data=!4m7!3m6!1s0x3bc2c0fc855f7b4b:0x481322955c3a742a!8m2!3d18.5414885!4d73.8838033!16s%2Fg%2F11bx8hx73r!19sChIJS3tfhfzAwjsRKnQ6XJUiE0g?authuser=0&hl=en&rclk=1","Mahatma Gandhi Udyan, Bund Garden Road",18.5414885,73.8838033
a44,https://www.google.com/maps/place/Mahatma+Phule+Museum/data=!4m7!3m6!1s0x3bc2c07ed13c41b5:0xd2dc34b1761e1943!8m2!3d18.5235602!4d73.8454239!16s%2Fm%2F0jwxrtq!19sChIJtUE80X7AwjsRQxkedrE03NI?authuser=0&hl=en&rclk=1,Mahatma Phule Museum,18.5235602,73.8454239
a45,https://www.google.com/maps/place/MIT+World+Peace+University+%28MIT-WPU%29/data=!4m7!3m6!1s0x3bc2bfb9e53a05f9:0x2be5e8da02be693e!8m2!3d18.5177559!4d73.8151112!16s%2Fm%2F04d_4lg!19sChIJ-QU65bm_wjsRPmm-Atro5Ss?authuser=0&hl=en&rclk=1,MIT World Peace University (MIT-WPU),18.5177559,73.8151112
a46,https://www.google.com/maps/place/MKSSS%27s+Cummins+College+of+Engineering+For+Women/data=!4m7!3m6!1s0x3bc2bf4376875bc1:0x87df75be1910a270!8m2!3d18.486095!4d73.8162475!16s%2Fm%2F0cr424w!19sChIJwVuHdkO_wjsRcKIQGb5134c?authuser=0&hl=en&rclk=1,MKSSS's Cummins College of Engineering For Women,18.486095,73.8162475
a47,https://www.google.com/maps/place/MMCC/data=!4m7!3m6!1s0x3bc2bf871c30fa5b:0x27aebf8eb337ef50!8m2!3d18.5205335!4d73.8384574!16s%2Fm%2F0cn_3g4!19sChIJW_owHIe_wjsRUO83s46_ric?authuser=0&hl=en&rclk=1,MMCC,18.5205335,73.8384574
a48,"https://www.google.com/maps/place/Modern+College+of+Arts,+Science+%26+Commerce/data=!4m7!3m6!1s0x3bc2bf6995555555:0xead9399e14762578!8m2!3d18.5413447!4d73.8273945!16s%2Fg%2F1tdbp9v7!19sChIJVVVVlWm_wjsReCV2FJ452eo?authuser=0&hl=en&rclk=1","Modern College of Arts, Science & Commerce",18.5413447,73.8273945
a49,"https://www.google.com/maps/place/Modern+College+of+Arts,+Science+and+Commerce/data=!4m7!3m6!1s0x3bc2c07c1e611dcf:0x99c0bffa66bb0ac2!8m2!3d18.5262182!4d73.8453756!16s%2Fg%2F11fyzcn7m_!19sChIJzx1hHnzAwjsRwgq7Zvq_wJk?authuser=0&hl=en&rclk=1","Modern College of Arts, Science and Commerce",18.5262182,73.8453756
a50,https://www.google.com/maps/place/Nana+Wada/data=!4m7!3m6!1s0x3bc2c0657d777681:0xf6ed640821424a9c!8m2!3d18.5182802!4d73.8561775!16s%2Fg%2F11c558t4sf!19sChIJgXZ3fWXAwjsRnEpCIQhk7fY?authuser=0&hl=en&rclk=1,Nana Wada,18.5182802,73.8561775
a51,https://www.google.com/maps/place/Ness+Wadia+College+of+Commerce/data=!4m7!3m6!1s0x3bc2c0f88217370f:0x6d37fbed17f04892!8m2!3d18.5320589!4d73.8803238!16s%2Fm%2F0cr4257!19sChIJDzcXgvjAwjsRkkjwF-37N20?authuser=0&hl=en&rclk=1,Ness Wadia College of Commerce,18.5320589,73.8803238
a52,https://www.google.com/maps/place/Nowrosjee+Wadia+College/data=!4m7!3m6!1s0x3bc2c0f86684e599:0x178af5f825e644cc!8m2!3d18.5330164!4d73.8798336!16s%2Fm%2F0ch4m7y!19sChIJmeWEZvjAwjsRzETmJfj1ihc?authuser=0&hl=en&rclk=1,Nowrosjee Wadia College,18.5330164,73.8798336
a53,https://www.google.com/maps/place/Osho+Garden/data=!4m7!3m6!1s0x3bc2c101d5242505:0xd57c1d7452741948!8m2!3d18.5360446!4d73.8906885!16s%2Fg%2F11c708q54l!19sChIJBSUk1QHBwjsRSBl0UnQdfNU?authuser=0&hl=en&rclk=1,Osho Garden,18.5360446,73.8906885
a54,https://www.google.com/maps/place/Osho+Teerth+Park/data=!4m7!3m6!1s0x3bc2c1004113e727:0xdb7ded8050f08a1f!8m2!3d18.5358733!4d73.8906921!16s%2Fg%2F1tfzkswy!19sChIJJ-cTQQDBwjsRH4rwUIDtfds?authuser=0&hl=en&rclk=1,Osho Teerth Park,18.5358733,73.8906921
a55,https://www.google.com/maps/place/P.E.S.+Modern+College+of+Engineering/data=!4m7!3m6!1s0x3bc2c07e4111123b:0x3f92335c2e5c8400!8m2!3d18.5261982!4d73.8464997!16s%2Fm%2F0cr49yb!19sChIJOxIRQX7AwjsRAIRcLlwzkj8?authuser=0&hl=en&rclk=1,P.E.S. Modern College of Engineering,18.5261982,73.8464997
a56,https://www.google.com/maps/place/Pandit+Bhimsen+Joshi+Udyan/data=!4m7!3m6!1s0x3bc2be4da285ab27:0xfa891a5de56fd7c8!8m2!3d18.5112533!4d73.7912674!16s%2Fg%2F11c1pgmrmr!19sChIJJ6uFok2-wjsRyNdv5V0aifo?authuser=0&hl=en&rclk=1,Pandit Bhimsen Joshi Udyan,18.5112533,73.7912674
a57,https://www.google.com/maps/place/Parvati+Hill/data=!4m7!3m6!1s0x3bc2c00f21476a2b:0x533ce5d42faeea54!8m2!3d18.4969411!4d73.8464995!16s%2Fg%2F11g6mw1pr8!19sChIJK2pHIQ_AwjsRVOquL9TlPFM?authuser=0&hl=en&rclk=1,Parvati Hill,18.4969411,73.8464995
a58,https://www.google.com/maps/place/Pashan+Hill/data=!4m7!3m6!1s0x3bc2bec3a913fdad:0x88e2d8e1522aea65!8m2!3d18.5495132!4d73.7798939!16s%2Fg%2F11c1wrfsd2!19sChIJrf0TqcO-wjsRZeoqUuHY4og?authuser=0&hl=en&rclk=1,Pashan Hill,18.5495132,73.7798939
a59,https://www.google.com/maps/place/Pataleshwar+Cave+Temple/data=!4m7!3m6!1s0x3bc2c1acee331c41:0xe5b820b6a14c49ff!8m2!3d18.5265683!4d73.8504378!16zL20vMDY4Nmds!19sChIJQRwz7qzBwjsR_0lMobYguOU?authuser=0&hl=en&rclk=1,Pataleshwar Cave Temple,18.5265683,73.8504378
a60,https://www.google.com/maps/place/Peshwe+Energy+Park/data=!4m7!3m6!1s0x3bc2c00dd7443b23:0xf4895276b01e7adb!8m2!3d18.5023602!4d73.852232!16s%2Fg%2F1vyk0z83!19sChIJIztE1w3AwjsR23oesHZSifQ?authuser=0&hl=en&rclk=1,Peshwe Energy Park,18.5023602,73.852232
a61,https://www.google.com/maps/place/Peshwe+Museum/data=!4m7!3m6!1s0x3bc2c008d80eaaab:0xab4008bcfc6827e6!8m2!3d18.4972404!4d73.8469023!16s%2Fg%2F11ckr6hjtj!19sChIJq6oO2AjAwjsR5ido_LwIQKs?authuser=0&hl=en&rclk=1,Peshwe Museum,18.4972404,73.8469023
